S.No,Group No,Group,Name of Cement Company,Year,Plant Status,Unit,Location,Latitude,Longitude,Zone,State,Line #,Clinker Guaranteed Capacity (TPD),Clinker Present Capacity (i.e. Operating) (TPD),Clinker Potential Capacity (TPD),"Kiln
D x L",Pyro Supplier,Clinker Present Capacity (i.e. Operating) @ 330 Days (MTPA),Cement Production (MTPA) @ 1.36 Factor @ Present Operating Clinker Capacity @ 330 Days,Cement Mill Supplier,Cement Mill Model,Guaranteed Capacity,Guaranteed / Operating Capacity (PPC),Cement Production @ 330 x 21 Hours (MTPA),Cement Production @ 345 x 22 Hours (MTPA)
92,30,UTCL,JP Cements (UTCL),2010,EXISTING,IU,"Anjan, kutch (Shahabad - Diverted)",23.430814,68.713037,West,Gujarat,Line-2,6000,6200,6500,5.0 x 78,FLS,2.05,2.78,KHD (2009),"RP10-170/110 + 
BM 3.8 m Ø x 12.0 m",150 tph PPC @ 3600 cm2/gm, 150 , 1.0 , 1.1 
93,30,UTCL,Century Textiles & Industries,1976,EXISTING,IU,Maihar,24.199418,80.798704,Centre,Madhya Pradesh,Line-1,1200,2200,2500,4.35 x 64,FLS,0.73,0.99,"WIL (1984)
FLS (1992)
WIL (1992)","BM - 3.6 x 14.0 m
HRC 40.24 (600kW) Pre-Grinder
2 x HRC 60.38 (1800kW) + (WIL) BM 3.6 x 14.8 m (2 x 1190kW)",355, 355 , 2.5 , 2.7 
94,30,UTCL,Century Textiles & Industries,1992,EXISTING,IU,Maihar,24.202284,80.80087,Centre,Madhya Pradesh,Line-2,4600,5000,5300,4.4 x 60,KHD,1.65,2.24,Fuller,,, -   , -   , -   
95,30,UTCL,Century Textiles & Industries,1982,EXISTING,IU,"Manikgarh, Chandrapur",19.722289,79.175571,West,Maharashtra,Line-1,3000,4500,5000,4.60 x 67,FLS,1.49,2.02,TKIL (1990),"Polycom - 17/8 C
BM 3.8m Dia x 10.75m L",115 TPH PPC @ 3500 Blaine, 115 , 0.8 , 0.9 
96,30,UTCL,Century Textiles & Industries,2010,EXISTING,IU,"Manikgarh, Chandrapur",19.722424,79.17476,West,Maharashtra,Line-2,8000,8000,9000,5.5 x 86,FLS,2.64,3.59,FLS (2010),3 x BM - 4.6 x 15.5 m (5000kW),440, 440 , 3.0 , 3.3 
97,30,UTCL,Century Cement,1972,EXISTING,IU,"Tilda, Raipur",21.496408,81.785232,Centre,Chhattisgarh,Line-1,3000,2500,4000,4.1 x 64,AVB (Upgraded by FLS),0.83,1.12,AVB,3 x BM 3.048 x 13.56 m + Pre-Grinder,3 x 90 TPH, 270 , 1.9 , 2.0 
98,30,UTCL,Century Cement,1974,EXISTING,IU,"Tilda, Raipur",21.496224,81.785628,Centre,Chhattisgarh,Line-2,2000,2500,2500,4.1 x 64,AVB (Upgraded by FLS),0.83,1.12,WIL,2 x BM 3.6 x 14.07 m + Pre-Grinder,2 x 120 TPH, 240 , 1.7 , 1.8 
99,30,UTCL,Jai Prakash Associates (UTCL),2005,EXISTING,GU,Chunar,25.087324,82.902592,North,Uttar Pradesh,Line-1,,,,,,,,WIL,6 Nos. BM- (3.88 X 12.5 m),6 x PPC - 75 TPH @ 3600 Blaine, 450 , 3.1 , 3.4 
100,30,UTCL,Jai Prakash Associates (UTCL),2002,EXISTING,GU,Tanda,26.576672,82.584251,North,Uttar Pradesh,Line-1,,,,,,,,FLS,OK 30.4 (2350 kW),150 TPH OPC @ 3600 Blaine, 160 , 1.1 , 1.2 
101,30,UTCL,Jai Prakash Associates (UTCL),2007,EXISTING,GU,Wanakbori (Surat),22.866957,73.360713,West,Gujarat,Line-1,,,,,,,,GPI,MPS 4750 BC (3700 KW),180 TPH PPC @ 3500 Blaine, 180 , 1.2 , 1.4 
102,30,UTCL,Jai Prakash Associates (UTCL),2007,EXISTING,GU,Wanakbori (Surat),22.866687,73.360907,West,Gujarat,Line-2,,,,,,,,GPI,MPS 4750 BC (3700 KW),180 TPH PPC @ 3500 Blaine, 180 , 1.2 , 1.4 
103,30,UTCL,Jai Prakash Associates (UTCL),2005,EXISTING,GU,Bagheri,31.197725,76.630076,North,Himachal Pradesh,Line-1,,,,,,,,KHD,"RP 20 - 170/180 (1700 x 2 KW) + BM 3.4 m x 11.5 m
(1700 KW)",225 TPH PPC @ 3500 Blaine , 225 , 1.6 , 1.7 
104,30,UTCL,Jai Prakash Associates (UTCL),2007,EXISTING,GU,Roorkee,29.889745,77.811046,North,Uttarakhand,Line-1,,,,,,,,FLS,BM 5 m x 15 m (5700kW),165 TPH PPC @ 3600 Blaine , 165 , 1.1 , 1.3 
105,30,UTCL,Jai Prakash Associates (UTCL),2010,PROGRESS,GU,Bara,25.197746,81.653335,North,Uttar Pradesh,Line-1,,,,,,,,TKIL,"PC - 20/13-9C (1400 x 2 KW)
BM 5.0 m Dia x 10.5m L 
(4000 KW)",290 TPH PPC @ 3500 Blaine, 290 , 2.0 , 2.2 
106,30,UTCL,Jai Prakash Associates (UTCL),2010,PROGRESS,GU,Bara,25.198724,81.653951,North,Uttar Pradesh,Line-2,,,,,,,,KHD,"RP 16- 170/180 (1600 x 2 KW)
BM 4.8 m Dia x 13m L
(5000 KW)",305 TPH PPC @ 3500 Blaine, 305 , 2.1 , 2.3 
107,30,UTCL,Jai Prakash Associates (UTCL),2009,EXISTING,GU,Sikandrabad,28.469482,77.666229,North,Uttar Pradesh,Line-1,,,,,,,,KHD,"RP 10 - 170/110 (1000 x 2 KW)
+ BM 3.8 m x 12 m
(1250 x 2 KW)",150 tph PPC @ 3600 Blaine, 150 , 1.0 , 1.1 
108,30,UTCL,Century Cement Sonar Bangla,2009,EXISTING,GU,Murshidabad,24.389279,88.083523,East,West Bengal,Line-1,,,,,,,,FLS,"BM - 4.6 x 15.5 m
(5000 KW)",150 TPH OPC @ 3000 Blaine, 150 , 1.0 , 1.1 
109,30,UTCL,Century Cement Sonar Bangla,2009,EXISTING,GU,Murshidabad,24.389162,88.083158,East,West Bengal,Line-2,,,,,,,,FLS,"BM - 4.6 x 15.5 m
(5000 KW)",150 TPH OPC @ 3000 Blaine, 150 , 1.0 , 1.1 
110,13,India Cements,The India Cements,1995,EXISTING,IU,Trichy (Dalavoli),11.358114,79.220863,South,Tamilnadu,Line-1,2500,3600,3600,4.0 X 60,TKIL,1.19,1.61,TKIL (1995 & 2006),"Polycom - 17/10 C
BM - 3.6m Dia x 11.0m L
BM - 4.2m Dia x 13.75 m L","150 TPH OPC @ 3000 Blaine
100 TPH OPC @ 3000 Blaine", 288 , 2.0 , 2.2 
111,13,India Cements,The India Cements,1987,EXISTING,IU,Tulaiyuth (Sankar Nagar),8.789917,77.731817,South,Tamilnadu,Line-1,3000,3800,4200,4.4 x 65,TKIL,1.25,1.70,TKIL,BM - 4.4m Dia x 14.5m L (1994),115 TPH OPC @ 3000 Blaine, 132 , 0.9 , 1.0 
112,13,India Cements,The India Cements (Coromandel),,EXISTING,IU,Chilamkur,14.665602,78.458583,South,Andhra Pradesh,Line-1,3000,4500,4500,4.0 x 65,TKIL,1.49,2.02,TKIL,2 x BM - 4.0m Dia x 15m L,2 x 95 TPH OPC @ 3000 Blaine, 233 , 1.6 , 1.8 
113,13,India Cements,The India Cements,2006,EXISTING,IU,Sankari (Selam),11.454271,77.828089,South,Tamilnadu,Line-1,1200,1500,1500,3.6/3.2 x47,TKIL,0.50,0.67,TKIL,32 + 46 + 42 TPH OPC As per EC,120 TPH as per EC, 120 , 0.8 , 0.9 
114,13,India Cements,The India Cements (C.C.I.),1974,EXISTING,IU,Yerraguntla,14.642883,78.529023,South,Andhra Pradesh,Line-1,1200,2000,2000,4.35 x 64,FLS,0.66,0.90,WIL,1 x BM,72 TPH , 72 , 0.5 , 0.5 
115,13,India Cements,The India Cements,1980,EXISTING,IU,"Wadapally (Raasi), Nalgonda",16.696338,79.649084,South,Telangana,Line-1,1200,3200,4000,4.2x68,WIL,1.06,1.43,WIL,BM 3.8 x 12.5,65 TPH OPC @ 3000 Blaine, 80 , 0.6 , 0.6 
116,13,India Cements,The India Cements,1984,EXISTING,IU,"Wadapally (Raasi), Nalgonda",16.696194,79.649534,South,Telangana,Line-2,3000,4500,5000,4.4x75,WIL,1.49,2.02,WIL (1984),3 x BM 4 x 13.5 m,80 TPH OPC @ 3000 Blaine, 98 , 0.7 , 0.7 
117,13,India Cements,The India Cements,1996,EXISTING,IU,Tandur (Visaka),17.332248,77.484643,South,Telangana,Line-1,2500,3000,3000,4.0 x 60,TKIL,0.99,1.34,TKIL,2 x BM - 4.6m Dia x 15.25m L,2 x 150 TPH OPC @ 3000 Blaine, 380 , 2.6 , 2.9 
118,13,India Cements,The India Cements,2007,EXISTING,IU,Tandur (Visaka),17.332542,77.483587,South,Telangana,Line-2,2500,3000,3000,4.0 x 60,TKIL,0.99,1.34,TKIL,2 x BM - 4.6m Dia x 15.25m L,2 x 150 TPH OPC @ 3000 Blaine, 380 , 2.6 , 2.9 
119,13,India Cements,The India Cements,2008,EXISTING,IU,Mahi (Banswara),23.602745,74.255291,North,Rajasthan,Line-1,3000,3300,3500,3.75 x 57,FLS,1.09,1.48,FLS (2008),2 x BM - 4.2 x 15 m (2x2000kW),234, 235 , 1.6 , 1.8 
120,13,India Cements,The India Cements,,EXISTING,GU,Vallur,13.241126,80.292029,South,Tamilnadu,Line-1,,,,,,,,TKIL,BM 4.6 x 15.25 m,150 TPH @ 3000 Blaine, 150 , 1.0 , 1.1 
121,13,India Cements,The India Cements (Visaka),2007,EXISTING,GU,Parli,18.861523,76.542114,West,Maharashtra,Line-1,,,,,,,,FLS,BM 4.6 m x 15 m (5000kW),147, 150 , 1.0 , 1.1 
122,15,Jaypee,JP Cements,1984,EXISTING,IU,Rewa,24.566295,81.17585,Centre,Madhya Pradesh,Line-1,3200,4500,5000,4.4 x 65,TKIL,1.49,2.02,TKIL,2 x BM - 4.2m Dia x 15m L,2 x 100 tph OPC @ 3000 cm2/gm, 230 , 1.6 , 1.7 
123,15,Jaypee,JP Cements,1989,EXISTING,IU,Rewa,24.566014,81.176515,Centre,Madhya Pradesh,Line-2,4500,5300,6000,4.75 x 75,FLS,1.75,2.38,TKIL,BM - 4.6m Dia x 15.25m L,144 tph OPC @ 3000 cm2/gm, 166 , 1.1 , 1.3 
124,15,Jaypee,Andhra Cements,1983,EXISTING,IU,Nadikudi,16.649218,79.702364,South,Andhra Pradesh,Line-1,5550,5550,6000,4.35 x 66,FLS (Upgraded by IKN/PSP),1.83,2.49,"WIL (1983)
KCP (1983)
AMCL (PG)","[BM 3.8 x 12.5 m (2 x 1250 kW)
BM 4 x 12.5 m (2 x 1500 kW)]+ Pre-Grinder (VRPM 270+3)",240 TPH PPC, 240 , 1.7 , 1.8 
125,15,Jaypee,Jai Prakash Associates (Andhra Cement),1977,EXISTING,GU,Vizag,17.764057,83.194691,South,Andhra Pradesh,Line-1,,,,,,,,WIL,3.8 x 12.5,"41 TPH Slag @ 3400 Blaine
45 TPH PSC @ 3200 Blaine", 45 , 0.3 , 0.3 
126,15,Jaypee,Jai Prakash Associates (Andhra Cement),1977,EXISTING,GU,Vizag,17.76404,83.194926,South,Andhra Pradesh,Line-2,,,,,,,,WIL,3.8 x 12.5,"41 TPH Slag @ 3400 Blaine
45 TPH PSC @ 3200 Blaine", 45 , 0.3 , 0.3 
127,15,Jaypee,Jai Prakash Associates (UTCL),2010,EXISTING,GU,Shahbad,17.137712,76.946073,South,Karnataka,Line-1,,,,,,,,Loesche,LM 46.2+2,185 TPH PPC, 185 , 1.3 , 1.4 
128,28,Shree Cement,Shree Cement,1982,EXISTING,IU,Beawar,26.081999,74.381522,North,Rajasthan,Line-1,1800,3800,4000,3.95 x 56,FLS,1.25,1.70,FLS (1983),COM BM 4.4 x 13.5 m (4000 kW) + KHD (RP 13-140/140),260 tph PPC @ 3600 cm2/gm, 260 , 1.8 , 2.0 
129,28,Shree Cement,Shree Cement,1995,EXISTING,IU,Beawar,26.082447,74.380159,North,Rajasthan,Line-2,3700,4800,5500,4.4 x 60,KHD,1.58,2.15,KHD (1997),"RP13-140/140 + 
BM 4.6 m Ø x 14.0 m",290 tph PPC @ 3600 cm2/gm, 290 , 2.0 , 2.2 
130,28,Shree Cement,Shree Cement,2004,EXISTING,IU,RAS,26.265802,74.188438,North,Rajasthan,Line-3,3000,3250,3500,3.8 x 52,KHD,1.07,1.46,KHD (2007),"RP13-140/140 + 
BM 4.6 m Ø x 14.0 m",265 tph PPC @ 3000 cm2/gm, 265 , 1.8 , 2.0 
131,28,Shree Cement,Shree Cement,2006,EXISTING,IU,RAS,26.265503,74.189098,North,Rajasthan,Line-4,3000,3250,3500,3.8 x 52,KHD,1.07,1.46,KHD (2008),"RP13-140/140 + 
BM 4.6 m Ø x 14.0 m",220 tph OPC @ 3200 cm2/gm, 253 , 1.8 , 1.9 
132,28,Shree Cement,Shree Cement,2006,EXISTING,IU,RAS,26.265349,74.190003,North,Rajasthan,Line-5,3000,3250,3500,3.8 x 52,KHD,1.07,1.46,KHD (2008),"RP13-140/140 + 
BM 4.6 m Ø x 14.0 m",220 tph OPC @ 3200 cm2/gm, 253 , 1.8 , 1.9 
133,28,Shree Cement,Shree Cement,2008,EXISTING,CU,RAS,26.269612,74.188944,North,Rajasthan,Line-6,3000,3250,3500,3.8 x 52,KHD,1.07,1.46,NA,NA,NA, -   , -   , -   
134,28,Shree Cement,Shree Cement,2008,EXISTING,CU,RAS,26.270451,74.189338,North,Rajasthan,Line-7,3000,3250,3500,3.8 x 52,KHD,1.07,1.46,NA,NA,NA, -   , -   , -   
135,28,Shree Cement,Shree Cement,2009,EXISTING,CU,RAS,26.271338,74.189667,North,Rajasthan,Line-8,3000,3300,3500,3.8 x 52,KHD,1.09,1.48,NA,NA,NA, -   , -   , -   
136,28,Shree Cement,Shree Cement,2012,EXISTING,CU,RAS,26.272399,74.190092,North,Rajasthan,Line-9,4750,7000,8000,4.6 x 68,KHD,2.31,3.14,NA,NA,NA, -   , -   , -   
137,28,Shree Cement,Shree Cement,2014,EXISTING,IU,RAS,26.273217,74.19035,North,Rajasthan,Line-10,4750,7000,8000,4.6 x 68,KHD,2.31,3.14,GPI,"MVR 6000 C-6 (2012)
+ BM 4.6 m Ø x 14.0 m","OPC/PPC - 300 TPH @ 3100/3500 Blaine
Slag - 180 TPH @ 4500 Blaine", 530 , 3.7 , 4.0 
138,28,Shree Cement,Shree Cement,2013,EXISTING,IU,"Baloda Bazaar, Bhatapara",21.602301,82.040548,Centre,Chhattisgarh,Line-1,4750,7000,8200,4.6 x 68,KHD,2.31,3.14,GPI,MVR 6000 C-6,"OPC/PPC - 300 TPH @ 3100/3500 Blaine
Slag - 180 TPH @ 4500 Blaine
PSC - 290 TPH", 460 , 3.2 , 3.5 
139,28,Shree Cement,Shree Cement,2016,PROGRESS,CU,"Baloda Bazaar, Bhatapara",21.601113,82.040775,Centre,Chhattisgarh,Line-2,6000,10000,10000,5.2/4.8 x 70,KHD,3.30,4.48,NA,NA,NA, -   , -   , -   
140,28,Shree Cement,Shree Cement,2016,PROGRESS,IU,Gulbarga,17.055847,77.231391,South,Karnataka,Line-1,6750,11000,11000,5.4/5.0 x 74,KHD,3.63,4.93,GPI,MVR 6000 C-6 (2016),OPC/PPC - 300 TPH @ 3100/3500 Blaine, 410 , 2.8 , 3.1 
141,28,Shree Cement,Shree Cement,2009,EXISTING,GU,"Laksar, Roorkee",29.758575,78.061959,North,Uttarakhand,Line-1,,,,,,,,KHD,"RP13-140/140
4.6 m Ø x 15.0 m",220 TPH OPC @ 3200 Blaine, 253 , 1.8 , 1.9 
142,28,Shree Cement,Shree Cement,2014,EXISTING,GU,Aurangabad,24.774981,84.353732,East,Bihar,Line-1,,,,,,,,GPI,MVR 6000 C-6,"OPC/PPC - 300 TPH @ 3100/3500 Blaine
Slag - 180 TPH @ 4500 Blaine
PSC - 290 TPH", 460 , 3.2 , 3.5 
143,28,Shree Cement,Shree Cement (JP),2005,EXISTING,GU,Panipat,29.396168,76.889136,North,Haryana,Line-1,,,,,,,,KHD,"RP20-170/180
3.4 m Ø x 11.5 m",225 TPH PPC @ 3500 Blaine, 225 , 1.6 , 1.7 
144,28,Shree Cement,Shree Cement,2011,EXISTING,GU,"Jobner, Jaipur",26.931807,75.395049,North,Haryana,Line-1,,,,,,,,KHD,"RP13-140/140
4.6 m Ø x 14.0 m",220 TPH OPC @ 3200 Blaine , 253 , 1.8 , 1.9 
145,28,Shree Cement,Shree Cement,2008,EXISTING,GU,Suratgarh,29.156781,73.865436,North,Rajasthan,Line-1,,,,,,,,KHD,"RP13-140/140
4.6 m Ø x 15.0 m",220 TPH OPC @ 3200 Blaine , 253 , 1.8 , 1.9 
146,28,Shree Cement,Shree Cement,2016,Progress,GU,Suratgarh,29.157025,73.864848,North,Rajasthan,Line-2,,,,,,,,GPI,MVR 6000 C-6,OPC/PPC - 300 TPH @ 3100/3500 Blaine, 410 , 2.8 , 3.1 
147,28,Shree Cement,Shree Cement,2005,EXISTING,GU,Khushkhera,28.121873,76.777664,North,Rajasthan,Line-1,,,,,,,,KHD,"RP13-140/140
4.6 m Ø x 14.0 m",220 TPH OPC @ 3200 Blaine , 253 , 1.8 , 1.9 
148,28,Shree Cement,Shree Cement,2008,EXISTING,GU,Khushkhera,28.122278,76.777863,North,Rajasthan,Line-2,,,,,,,,KHD,"RP13-140/140
4.6 m Ø x 14.0 m",200 TPH OPC @ 3200 Blaine , 253 , 1.8 , 1.9 
149,28,Shree Cement,Shree Cement,2015,EXISTING,GU,Bulandshahr,28.480948,77.658933,North,Uttar Pradesh,Line-1,,,,,,,,GPI,MVR 6000 C-6,OPC/PPC - 300/360 TPH @ 3100/3500 Blaine, 420 , 2.9 , 3.2 
150,28,Shree Cement,Shree Cement,2016,Progress,GU,Cuttack,20.52916667,85.72333333,East,Odisha,Line-1,,,,,,,,GPI,MVR 6000 C-6,"OPC/PPC - 300 TPH @ 3100/3500 Blaine
Slag - 180 TPH @ 4500 Blaine", 410 , 2.8 , 3.1 
151,28,Shree Cement,Shree Cement,2016,Progress,GU,Aurangabad,24.774981,84.353732,East,Bihar,Line-2,,,,,,,,GPI,MVR 6000 C-6,"OPC/PPC - 300 TPH @ 3100/3500 Blaine
Slag - 180 TPH @ 4500 Blaine", 460 , 3.2 , 3.5 
152,25,Ramco Cement,Madras Cements (Ramco Cement),1995,EXISTING,IU,Alathiyur,11.362172,79.232108,South,Tamilnadu,Line-1,2200,2700,3000,3.75 x 57,FLS,0.89,1.21,Loesche,LM 56.2 + 2 C (2000),220 TPH PPC, 240 , 1.7 , 1.8 
153,25,Ramco Cement,Madras Cements (Ramco Cement),1995,EXISTING,IU,Alathiyur,11.361294,79.232155,South,Tamilnadu,Line-2,2200,2700,3000,3.75 x 57,FLS,0.89,1.21,FLS (1994),OK-33.4 (3000kW),159, 165 , 1.1 , 1.3 
154,25,Ramco Cement,Madras Cements (Ramco Cement),2006,EXISTING,IU,Ariyalur,11.176084,79.088266,South,Tamilnadu,Line-1,3800,4100,4500,3.95 x 61,FLS,1.35,1.84,Loesche,LM 56.3 +3 C (2006),305 TPH PPC, 305 , 2.1 , 2.3 
155,25,Ramco Cement,Madras Cements (Ramco Cement),2009,EXISTING,IU,Ariyalur,11.177052,79.088184,South,Tamilnadu,Line-2,4200,4600,5000,4.15 x 64,FLS,1.52,2.06,TKIL,"Polycom - 19/12-8C
BM - 3.8m Dia x 13 m L",230 TPH PPC @ 3400 Blaine, 230 , 1.6 , 1.7 
156,25,Ramco Cement,Madras Cements (Ramco Cement),1972,EXISTING,IU,R.S. Raja Nagar,9.456073,77.927653,South,Tamilnadu,Line-1,1200,1600,1600,4.35 x 64,FLS,0.53,0.72,FLS,2 x BM + TKIL Pre-grinder,NA, -   , -   , -   
157,25,Ramco Cement,Madras Cements (Ramco Cement),2007,EXISTING,IU,R.S. Raja Nagar,9.456382,77.927851,South,Tamilnadu,Line-2,1350,1350,1350,3.3 x 45,FLS,0.45,0.61,TKIL (2009),Polycom - 19/12-8C,250 TPH, 230 , 1.6 , 1.7 
158,25,Ramco Cement,Madras Cements (Ramco Cement),1984,EXISTING,IU,Jaggayapet (Jayanthipuram),16.875272,80.121011,South,Andhra Pradesh,Line-1,2500,4000,4600,3.95 x 61,FLS,1.32,1.79,FLS + Loesche,1 X BM 4.4 x 14.0 m ( 4200 ),120 TPH OPC @ 3000 Blaine, 250 , 1.7 , 1.9 
159,25,Ramco Cement,Madras Cements (Ramco Cement),1994,EXISTING,IU,Jaggayapet (Jayanthipuram),16.875564,80.121167,South,Andhra Pradesh,Line-2,3000,3500,3500,3.95 x 62,FLS,1.16,1.57,Loesche,LM 46.2 2S (1998),75 TPH Slag, 75 , 0.5 , 0.6 
160,25,Ramco Cement,Madras Cements (Ramco Cement),2006,EXISTING,IU,Jaggayapet (Jayanthipuram),16.87586,80.120019,South,Andhra Pradesh,Line-3,3800,4300,4300,3.95 x 61,FLS,1.42,1.93,FLS + Loesche,1 X BM 4.4 x 14.0 m ( 4200 ),120 TPH OPC @ 3000 Blaine, 250 , 1.7 , 1.9 
161,25,Ramco Cement,Madras Cements (Ramco Cement),,EXISTING,IU,"Mathodu, Chitradurga",13.759023,76.422227,South,Karnataka,Line-1,900,900,900,3.0 x 45,ABL,0.30,0.40,,,0.29 MTPA as per EC, 144 , 1.0 , 1.1 
162,25,Ramco Cement,Madras Cements (Ramco Cement),2007,EXISTING,GU,"Uthiramerur, Kanchipuram",12.637187,79.874123,South,Tamilnadu,Line-1,,,,,,,,Beumer,Ball Mill- 3.8 x 13 m,"80 TPH @ 3400 blaine , 30%", 80 , 0.6 , 0.6 
163,25,Ramco Cement,Madras Cements (Ramco Cement),2007,EXISTING,GU,Selam,11.634313,78.403898,South,Tamilnadu,Line-1,,,,,,,,Beumer & TKIL,"Ball Mill- 3.8 x 13 m + 
later  Polycom 19/12-8C","230 TPH @ 3400 blaine , 30%", 230 , 1.6 , 1.7 
164,25,Ramco Cement,Madras Cements (Ramco Cement),2007,EXISTING,GU,Kolaghat,22.423167,87.863173,East,West Bengal,Line-1,,,,,,,,Beumer,"Close Circuit Ball Mill, 4.6 x 14.5 mtrs","150 TPH @ 3400 blaine, PPC 30%", 150 , 1.0 , 1.1 
165,25,Ramco Cement,Madras Cements (Ramco Cement),2012,EXISTING,GU,Vishakapatnam,17.617636,82.890587,South,Andhra Pradesh,Line-1,,,,,,,,TKIIL,"Close Circuit Ball Mill, 4.6m Dia X 15.25m L",160 TPH PPC @ 3400 Blaine, 160 , 1.1 , 1.2 
166,25,Ramco Cement,Madras Cements (Ramco Cement),2017,PROGRESS,GU,Vishakapatnam,17.617234,82.890946,South,Andhra Pradesh,Line-2,,,,,,,,Loesche,LM 41,95 TPH PSC @ 4000 Blaine, 95 , 0.7 , 0.7 
167,25,Ramco Cement,Madras Cements (Ramco Cement),2017,PROGRESS,GU,Kolaghat,22.423266,87.863117,East,West Bengal,Line-2,,,,,,,,Loesche,LM 46,160 TPH PPC @ 3600 Blaine, 160 , 1.1 , 1.2 
168,25,Ramco Cement,Madras Cements (Ramco Cement),2017,PROGRESS,GU,Chandikhol,20.745178,86.115393,East,Odisha,Line-1,,,,,,,,Loesche,LM 41,95 TPH PSC @ 4000 Blaine, 95 , 0.7 , 0.7 
169,25,Ramco Cement,Madras Cements (Ramco Cement),2017,PROGRESS,GU,Kharagpur,22.319721,87.248976,East,West Bengal,Line-1,,,,,,,,Loesche,LM 41,95 TPH PSC @ 4000 Blaine, 95 , 0.7 , 0.7 
170,20,Nirma,Lafarge India Pvt Ltd (TISCO Cement),1990,EXISTING,IU,Sonadih,21.731543,82.214541,Centre,Chhattisgarh,Line-1,4000,4224,5700,4.42 x 64,Fuller (FLS),1.39,1.89,KHD (1992),"RP3.6-100/40 + 
BM 3.2 m Ø x 9.5 m",60 tph OPC (Operating Data - 115 TPH RP + 74.5 TPH BM), 190 , 1.3 , 1.4 
171,20,Nirma,Lafarge India Pvt Ltd,2007,EXISTING,CU,Sonadih,21.730945,82.215158,Centre,Chhattisgarh,Line-2,5000,4896,6000,4.8 x 74,TCDRI,1.62,2.19,NA,NA,NA, -   , -   , -   
172,20,Nirma,Lafarge India Pvt Ltd,2007,EXISTING,IU,Bavaria(chittorgarh),24.714178,74.671163,North,Rajasthan,Line-1,5000,5000,6000,4.8 x 74,TCDRI,1.65,2.24,Sinoma (2013),2 x (RP + BM 4.2 x 16 m),2 x 210 TPH OPC, 483 , 3.3 , 3.7 
173,20,Nirma,Lafarge India Pvt Ltd(Raymond),1983,EXISTING,IU,Bilaspur (Arasmeta),21.968371,82.350975,Centre,Chhattisgarh,Line-1,3850,4300,5000,4.55x68,FLS,1.42,1.93,"Fuller (1980)
Fuller (1984)","BM 4 x 11.5 m
BM 4.2 x 12 m","100 TPH 
130 TPH", 230 , 1.6 , 1.7 
174,20,Nirma,Siddhi Vinayak Cement Pvt. Ltd.,2011,EXISTING,IU,Pali,26.331876,73.848954,North,Rajasthan,Line-1,4500,5000,5500,5.0/4.4 x 65,TKIL,1.65,2.24,Loesche,LM 63.3 + 3 C,310 TPH OPC/ 360 TPH PPC, 360 , 2.5 , 2.7 
175,20,Nirma,Lafarge India Pvt Ltd,2001,EXISTING,GU,"Singbhum, Jojobera",22.754695,86.245023,East,Jharkhand,Line-1,,,,,,,,"TKIL
KHD","BM - 4.2m Dia x 13.75m L
RP15-140/120 + BM 4.2 m Ø x 12.5 m","100 TPH OPC @ 3000 Blaine
175 tph OPC @ 3600 cm2/gm", 316 , 2.2 , 2.4 
176,20,Nirma,Lafarge India Pvt Ltd,,EXISTING,GU,"Singbhum, Jojobera",22.764695,86.145023,East,Jharkhand,Line-2,,,,,,,,Loesche,LM 53.3 +  3 CS,230 TPH OPC / 127 TPH slag, 265 , 1.8 , 2.0 
177,20,Nirma,Lafarge India Pvt Ltd,2009,EXISTING,GU,Mejia,23.461308,87.120768,East,West Bengal,Line-1,,,,,,,,KHD,BM 4.6 x 17 m,150 TPH PPC, 150 , 1.0 , 1.1 
178,9,Dalmia Bharat,Dalmia Cement (B),2007,EXISTING,IU,Kadapa,14.931676,78.340019,South,Andhra Pradesh,Line-1,4500,6400,6500,4.35 x 67,FLS,2.11,2.69,GPI,MPS 5600,300 TPH @ 3600 blaine PPC , 300 , 2.08 , 2.3 
179,9,Dalmia Bharat,Dalmia Cement (B),1984,EXISTING,IU,Dalmiapuram,10.970399,78.948804,South,Tamilnadu,Line-1,1500,3300,3500,3.8 x 56,KHD,1.09,1.48,"Old Ball Mill's
Loesche","BM 2.6 x 12 m (30 tph)
BM 3.2 x 11.4 m (50 tph)
BM 2.6 x 13 m
BM 3.2 x 8.8 m 
LM 46.2","30 tph + 50 tph
117 TPH @ 3100 Blaine OPC", 194 , 1.34 , 1.5 
180,9,Dalmia Bharat,Dalmia Cement (B),2004,EXISTING,IU,Dalmiapuram,10.968443,78.946101,South,Tamilnadu,Line-2,3800,4800,4800,3.95 x 62,FLS,1.58,2.15,Loesche,LM 56.3,305 TPH @ 3100 Blaine OPC, 300 , 2.08 , 2.3 
181,9,Dalmia Bharat,Dalmia Cement (B),2007,EXISTING,IU,Ariyalur,11.182017,79.100908,South,Tamilnadu,Line-1,4500,6400,6500,4.35 x 64,FLS,2.11,2.87,GPI,MPS 5600,300 TPH @ 3600 blaine PPC , 307.16 , 2.13 , 2.3 
182,9,Dalmia Bharat,Dalmia Cement (B),2008,EXISTING,IU,Belgaum,16.20496,75.209319,South,Karnataka,Line-1,4500,6000,6000,4.40 x 60,KHD,1.98,2.69,KHD,"COMFLEX- 2 x RP16-170/180
BM- 3.8 m Ø x 11.5 m",PPC - 360 TPH @ 3600 Blaine, 360 , 2.49 , 2.7 
